gene	Log2FoldToZero_17c_15min	TLog2FoldToZero_17c_1hr	Log2FoldToZero_17c_4hr	Log2FoldToZero_27c_15min	Log2FoldToZero_27c_1hr	Log2FoldToZero_27c_4hr	cluster
AT2G25090	0.000710531	-0.574510783	-0.955098901	0.331462754	0.922859803	0.63981848	cluster5
AT2G25110	0.157099212	-0.154730766	0.000801028	0.287665775	0.860855103	0.52325959	cluster5
AT2G25590	-0.51337388	-0.616763032	-0.664520622	-0.396791241	-0.61961614	0.597386272	cluster5
AT2G25760	0.175047016	-0.284713648	0.082475571	0.009582159	-0.02059061	0.579279499	cluster5
AT2G36950	0.144798444	-0.348006772	0.168903658	0.45555895	0.66324321	0.633891894	cluster5
AT2G41070	-0.03054195	-0.070029695	-0.793342466	-0.00430782	0.302772903	0.502171991	cluster5
AT2G45380	0.025789985	-0.271425191	-0.364542415	-0.231619861	-0.431529262	0.207582962	cluster5
AT2G45910	0.041120499	-0.120223439	-0.221087398	-0.03674096	-0.229388678	0.308990533	cluster5
AT2G45920	-0.291051749	-0.265397429	-0.78388648	-0.259566878	-0.225649184	-0.012146993	cluster5
AT2G46250	-0.101596919	-0.450177268	-0.636144799	-0.513428796	-0.009520599	0.969129957	cluster5
AT3G17740	-0.022180051	-0.258417488	-0.3715961	-0.244923403	-0.234974203	0.371111109	cluster5
AT3G19990	0.405997149	-0.09323335	-0.08342296	0.330189094	0.16060073	0.538704207	cluster5
AT3G21260	-0.067892634	-0.239201122	-0.081598893	-0.483097846	-0.143705536	0.641940071	cluster5
AT3G21350	-0.044891959	-0.197400853	-0.151949935	-0.272699553	0.100464278	0.434708478	cluster5
AT3G22420	-0.043209985	-0.397448913	-0.745120515	-0.370972026	-0.442610652	-0.252516304	cluster5
AT3G22880	-0.323454357	-0.380101285	-0.000652219	-0.270074427	-0.228325582	0.713319141	cluster5
AT3G26690	-0.053983577	-0.113189947	-0.435173575	-0.195625565	0.670653873	0.248386836	cluster5
AT3G26720	-0.153142073	-0.473812963	-0.396121654	-0.411339972	-0.336960792	0.245588023	cluster5
AT3G51420	0.222269834	-0.173195764	-0.422234759	0.075838839	0.244497571	0.217495126	cluster5
AT3G55090	0.840662567	-0.05315798	-1.003400884	-0.184412632	0.221458543	0.174526313	cluster5
AT3G56690	-0.07117287	-0.394047724	-0.137482435	-0.293012848	-0.359381212	0.462804583	cluster5
AT3G57810	0.278983415	0.050108863	-0.017550563	0.355941933	1.264912637	0.868588532	cluster5
AT3G62600	0.129140891	-0.087355885	-0.144848002	0.253664598	0.813941392	0.371535835	cluster5
AT4G01270	0.039104136	-0.148583078	-0.184559286	-0.291177452	-0.105083665	0.73935189	cluster5
AT4G10250	1.248801868	-0.82791426	-0.090878901	2.990362482	4.670346993	5.855085872	cluster5
AT4G10330	0.431161175	0.29149079	-0.008040577	0.618774259	1.07718091	0.880162474	cluster5
AT4G11960	0.445066262	-0.000862122	0.282898317	0.213769224	0.67130711	1.808636076	cluster5
AT4G16260	0.261859169	-0.005423222	0.303204374	-0.032379737	0.12721016	1.555241799	cluster5
AT4G17910	-0.193164952	-0.566770096	-0.317829663	-0.270615432	-0.139368209	0.499399607	cluster5
AT4G21880	-0.15679485	-0.226223753	-0.052436175	-0.236398489	0.133102172	1.019921432	cluster5
AT4G23400	-0.136451327	-0.316861617	0.216960957	-0.430313809	0.033086052	1.084530103	cluster5
AT4G24190	0.056162382	-0.311547204	-0.116017462	0.162483682	0.564543539	0.162571427	cluster5
AT4G33740	-0.103261771	-0.413804938	-0.229148792	-0.387881335	-0.439132772	0.285026512	cluster5
AT4G33910	0.156337255	0.091601036	-0.00280374	0.088013272	0.122207135	0.586699747	cluster5
AT4G34260	0.049969524	-0.003580915	-0.232487699	-0.150945959	-0.15339974	0.541685134	cluster5
AT4G35470	-0.083164248	-0.104329562	0.093613062	-0.011019605	-0.153926829	0.606043418	cluster5
AT4G37380	-0.234939429	-0.456832145	-0.637608485	-0.128647811	-0.228440238	0.431705406	cluster5
AT4G37520	-0.066110907	-0.137355414	-0.190960319	-0.21930347	-0.018075933	0.545325896	cluster5
AT4G38060	0.038130358	-0.509390702	-0.916014514	0.292699939	0.459992852	-0.053061065	cluster5
AT4G38090	-0.127662145	-0.30848317	-0.174598162	-0.162563526	-0.045830318	0.481860683	cluster5
AT4G40060	0.008629676	-0.434654089	-0.727821132	-0.242229752	0.350168586	0.051473623	cluster5
AT5G01670	0.350454615	0.001151847	-0.904619336	-0.117517542	-0.137568951	0.392231268	cluster5
AT5G03120	-0.383471327	-0.382241467	-0.695394383	-0.968403665	-0.5726481	-0.042323934	cluster5
AT5G03230	0.46405108	0.221558827	0.382814553	0.246413428	0.366772998	1.18415665	cluster5
AT5G04150	1.634769085	1.650856447	0.430477724	3.417276925	2.278216429	3.515410426	cluster5
AT5G07570	-0.17605676	-0.024659382	0.442528004	-0.126263307	0.014225795	1.609486311	cluster5
AT5G10946	0.239893059	-0.455823994	-0.569491203	-0.140213631	0.863433802	0.493611656	cluster5
AT5G13490	0.326608827	-0.101578228	-0.104608159	-0.013682222	0.249128724	0.78764744	cluster5
AT5G15860	0.293768803	-0.380998539	-0.17611766	0.24439259	0.617025514	0.350549361	cluster5
AT5G20450	-0.304075817	-0.410373097	-0.307763604	-0.294621069	0.022731596	0.665042072	cluster5
AT5G21970	0.134617517	-0.50233517	-0.657735606	-0.391796798	-0.700029467	0.049883792	cluster5
AT5G23050	-0.002433183	-0.52015746	-0.764691227	-0.216772291	-0.272508358	-0.171783178	cluster5
AT5G24160	0.094834446	0.02064836	0.145222006	0.123277773	0.678181343	2.157210809	cluster5
AT5G25120	0.33530505	-0.516499388	-0.851511177	0.340910438	-0.461142449	0.027901275	cluster5
AT5G25130	1.135872056	0.934193941	-0.018064643	2.086597542	2.181735303	1.605100015	cluster5
AT5G25140	0.166469585	0.75304412	-0.515497389	1.037791199	1.530307552	1.37636425	cluster5
AT5G25560	-0.213580149	-0.354322649	-0.429922974	-0.25443683	-0.177518237	0.233097336	cluster5
AT5G25970	0.668108757	-0.187050788	-1.242928293	0.429460044	-0.041256411	0.216875767	cluster5
AT5G27360	0.061442755	-0.365244072	-0.677827508	-0.297487398	-0.531965234	0.311435948	cluster5
AT5G38200	-0.154647251	-0.742190811	-1.213116652	-0.565652258	0.162077174	-0.33267919	cluster5
AT5G40250	0.195640399	-0.075126189	-0.30021891	0.401445576	0.500822344	0.666186795	cluster5
AT5G42470	0.124317568	-0.192914624	0.055961564	0.006148441	0.14485506	0.521559617	cluster5
AT5G43270	-0.268921918	0.126465392	-0.561472584	-0.354704449	-0.288293443	-0.079622069	cluster5
AT5G44380	0.011712715	-0.127053845	0.380988919	-0.096602431	0.333694957	1.224229914	cluster5
AT5G47000	-0.120030083	-0.44966488	-1.60107631	-0.604294598	-0.761361624	1.006687494	cluster5
AT5G50400	0.034645149	-0.209834814	-0.375102436	-0.219178048	-0.279143053	0.306106016	cluster5
AT5G56280	0.02673755	-0.362889452	0.238733124	-0.137739621	0.056073799	0.726527064	cluster5
AT5G56850	0.148089631	-0.037880537	-0.617119805	0.006065422	0.299073927	0.35304267	cluster5
AT5G57790	0.687209297	0.087010499	-0.375431668	0.142427476	0.333646262	0.697395206	cluster5
AT5G58200	0.075103704	-0.036912164	-0.097379632	-0.15054857	-0.083863877	0.436812322	cluster5
AT5G63190	0.114638136	-0.561926975	0.237284155	-0.154419156	0.268277218	1.06243794	cluster5
AT5G65730	0.163270612	0.188197048	-0.266821688	0.111661249	0.761430505	0.49318038	cluster5
AT5G65940	-0.06567254	-0.408811174	-0.344173155	-0.165066604	-0.389314633	0.24494033	cluster5
AT5G66960	-0.077631897	-0.152114153	-0.002220603	-0.235835455	0.006218218	0.874130791	cluster5
AT5G67110	-0.146868081	-0.436165903	-0.889716392	-0.674075123	-0.629462882	0.07289657	cluster5
AT5G67610	-0.023959491	-0.154389268	-0.240970161	-0.023784912	0.1475622	0.587646388	cluster5
AT1G10230	-0.136096378	-0.163976712	-0.505577993	0.583938627	0.409797683	0.149761477	cluster6A
AT1G10380	0.007637579	0.100299216	0.022497446	0.324825885	0.749196792	0.20763668	cluster6A
AT1G11100	0.15579528	-0.356245982	0.201873632	1.062500657	1.081208336	0.423407899	cluster6A
AT1G18330	-0.505737148	-0.565088082	0.670166793	2.224709643	0.936564177	1.539156053	cluster6A
AT1G30070	0.202056943	-0.021599342	-0.172438722	2.92730836	2.655537692	0.539928569	cluster6A
AT1G31280	0.079577745	-0.183574001	-0.495911706	1.693154186	0.314900031	-0.564362585	cluster6A
AT1G35660	-0.004489873	-0.50169619	-0.284163996	1.000567573	0.851678233	0.642256247	cluster6A
AT1G44350	0.22279768	2.533476506	1.351300941	1.176638192	2.394086803	1.640926872	cluster6A
AT1G52560	0.918741958	1.349859995	-0.218140557	3.129185537	4.01418905	0.816208897	cluster6A
AT1G59124	0.263106387	-0.014483805	-0.294830064	0.667771573	-0.225186096	-0.036887014	cluster6A
AT1G65980	0.06472624	0.000821245	0.058457331	0.627241151	0.829144549	0.433173118	cluster6A
AT1G66080	0.358773487	-0.029269291	-0.616826567	3.594890802	1.78744538	0.489683217	cluster6A
AT1G78080	0.453331118	0.20477773	-0.063112339	1.0251364	0.21340718	0.121814143	cluster6A
AT1G78150	0.0101642	-0.28106858	-0.121854587	0.356482834	0.312942022	0.22205682	cluster6A
AT1G79920	0.144449363	-0.011645637	-0.42217744	1.184371377	0.835763096	-0.54348596	cluster6A
AT2G03890	0.335642571	-0.218267235	0.308557387	0.738659251	0.556563878	0.689937972	cluster6A
AT2G04030	-0.346038745	-0.677682062	-0.983649616	0.350226959	0.450179535	-0.252910699	cluster6A
AT2G17840	1.005326213	2.891718435	0.924350824	2.173496903	2.63209045	0.597612923	cluster6A
AT2G21130	0.102152041	-0.48171744	-0.598786766	0.625153252	1.139785444	0.385969346	cluster6A
AT2G24100	0.316173387	-0.201266813	0.120970694	1.153484324	0.4342219	-0.356383239	cluster6A
AT2G28000	-0.358061237	-0.564135261	-0.580554566	0.175914289	0.070980705	-0.767982032	cluster6A
AT2G32120	0.232237528	0.221587817	0.042242263	3.972909609	3.55229975	2.482155053	cluster6A
AT2G34500	0.242375157	-0.103109384	-1.055718601	0.756605292	1.556802777	-0.076126388	cluster6A
AT2G36460	0.309048159	-0.316664842	0.24917313	1.857039379	2.03691987	1.352004677	cluster6A
AT2G36830	-0.294865867	0.092978417	-0.230470753	0.460729277	1.222992548	-0.049584447	cluster6A
AT2G37180	0.249168343	0.552027048	-0.489945876	1.067539138	1.904586371	-0.003405303	cluster6A
AT2G38600	-0.353686725	0.197135274	-0.581243574	1.06393856	0.239935534	-0.413257592	cluster6A
AT2G40830	0.087623883	0.009739205	-0.16279836	0.57935997	0.310349975	-0.035905854	cluster6A
AT2G41250	0.946588191	0.557167195	-0.192277361	0.87448639	1.30936232	0.246108339	cluster6A
AT2G43630	-0.173389659	-0.322068118	-0.468145498	0.189338594	0.311103761	-0.265127829	cluster6A
AT2G47180	0.061866706	1.049685448	0.395516486	0.901541128	2.715788491	0.86717447	cluster6A
AT3G03520	-0.039274576	0.084258178	-0.734881316	0.546675999	0.949843984	-0.569238468	cluster6A
AT3G05320	0.178109941	0.383948394	-0.484776635	1.212683803	-0.366349452	0.358763092	cluster6A
AT3G07770	0.033040006	-0.111815733	-0.334289705	0.863691528	0.873379926	0.187280001	cluster6A
AT3G08970	0.80338251	0.015101792	-0.376032918	4.037538113	2.341657032	0.96940258	cluster6A
AT3G09350	0.119789728	-0.397639065	-0.483792877	3.811008259	2.464969305	-0.305690337	cluster6A
AT3G09440	0.449808973	0.204113873	-0.537890416	2.066002692	0.684855527	-1.37374057	cluster6A
AT3G10800	0.452952911	0.041434566	-0.112743958	1.13313787	0.396450732	0.259628202	cluster6A
AT3G10820	0.275499239	0.237097011	-0.207418992	0.814598953	0.87292796	0.206127353	cluster6A
AT3G12050	0.227841104	-0.090348102	-0.282244998	2.174170075	1.938301591	0.334788981	cluster6A
AT3G12580	1.456476784	0.950915327	-0.420809488	6.218661085	6.244564584	2.951630969	cluster6A
AT3G13310	-0.410855595	0.095866678	0.016870983	0.68857781	0.239013923	0.225198787	cluster6A
AT3G13470	-0.38474827	-0.452993484	-0.608064315	0.929982013	1.314320727	-0.137602997	cluster6A
AT3G14200	0.571689799	-0.610482082	-0.714864803	2.902009702	0.139817763	-0.089474596	cluster6A
AT3G16050	0.17445364	-0.480453786	-0.550508731	3.638448576	1.901291257	0.109703884	cluster6A
AT3G20830	-0.347908508	-0.064039285	-0.621374286	0.161447286	0.087058101	-0.552294965	cluster6A
AT3G23990	-0.009788696	-0.267445058	-0.466655991	0.914209689	0.847562935	-0.266919834	cluster6A
AT3G24500	0.935067645	0.246891102	-0.619685843	5.907293743	4.925321233	2.733684021	cluster6A
AT3G25230	0.061071815	-0.182330853	-0.347648556	2.036573184	1.488629297	-0.07669763	cluster6A
AT3G43430	0.45721487	1.020859097	0.457922756	1.089037745	0.673626576	0.860371805	cluster6A
AT3G44110	0.147864568	-0.056693999	-0.424771547	1.044388607	0.424315004	-0.549483059	cluster6A
AT3G50560	0.367189914	0.28182556	-0.581094117	1.106591192	1.612880953	0.043274571	cluster6A
AT3G51910	-0.046148455	0.556049666	1.259290282	5.439839898	2.254388738	1.700299211	cluster6A
AT3G53230	0.400950669	-0.170270021	-0.477048359	1.937081455	2.884689073	0.911616348	cluster6A
AT3G53830	0.899441908	1.65915407	0.633792948	2.580681115	3.14446416	1.066436945	cluster6A
AT3G63310	0.218551143	-0.02323942	0.176312313	0.61785991	0.84440649	0.550026027	cluster6A
AT3G63350	0.491585763	2.018473606	1.294193793	7.040854295	4.271960462	2.115258148	cluster6A
AT4G04020	0.675811487	0.929226527	1.002761447	1.589525244	2.147470958	0.470623101	cluster6A
AT4G08230	0.243857812	0.340961876	0.178616019	0.651845429	1.267984391	0.582863342	cluster6A
AT4G08950	0.70078219	1.084830817	-0.791202255	1.437692272	0.434103476	0.063089731	cluster6A
AT4G09150	0.208306285	0.192311788	0.207228132	1.594446605	0.775950894	0.2002855	cluster6A
AT4G11660	0.640213323	-0.308774075	-1.100862855	3.188910833	0.937475915	0.115569258	cluster6A
AT4G15410	0.021171348	-0.236248692	-0.287241516	0.948305639	0.106674982	-0.283152542	cluster6A
AT4G17250	1.435959471	-0.379274146	0.247106966	2.581742418	0.788233481	0.901554181	cluster6A
AT4G23493	-0.199230757	-0.774354775	-0.443442559	1.331259765	2.025687462	1.327531164	cluster6A
AT4G23570	0.606203377	0.738721996	0.305736955	3.130185013	1.972801246	0.335521403	cluster6A
AT4G24280	-0.156523835	-0.470829297	-0.470437929	0.273298307	0.079495585	-0.288219996	cluster6A
AT4G25200	0	0.716145783	-1.110073497	6.700909406	8.752012819	6.190394267	cluster6A
AT4G29330	0.110385388	-0.092210967	-0.127072082	0.684406502	0.882627679	0.297737095	cluster6A
AT4G30490	0.93542576	0.788198982	0.251606336	1.913783026	1.241935447	0.499559798	cluster6A
AT4G33940	0.840897809	0.872048181	0.549902926	1.287697141	1.088803313	0.820245237	cluster6A
AT5G01380	1.02989771	4.022659411	1.431153949	2.736425449	3.849681221	1.730516996	cluster6A
AT5G02490	1.033422057	1.311306475	-0.108570385	2.850944098	2.372085345	-0.059770467	cluster6A
AT5G02500	0.00019314	-0.008809572	-0.330191262	0.693299178	0.387306204	-0.650842407	cluster6A
AT5G03160	0.242004867	-0.006083202	0.008780484	0.338802863	0.673464328	0.022083911	cluster6A
AT5G03340	0.00870646	-0.296270263	0.024178424	0.93193957	0.423074694	0.244809598	cluster6A
AT5G03560	-0.040066255	-0.050754883	-0.266697168	0.372869556	0.440829921	0.050687599	cluster6A
AT5G05410	1.160413296	-0.199144015	1.136087573	3.305297232	1.243953749	0.729622631	cluster6A
AT5G10300	-0.344953659	0.980577345	0.013294733	0.304467385	0.718812262	-0.063757755	cluster6A
AT5G13210	0.445936055	1.015665449	0.541683687	1.172676807	1.253182998	-0.02015944	cluster6A
AT5G18065	0.422514345	0.078944256	-0.117781532	1.645112691	1.462841285	0.899406921	cluster6A
AT5G18340	0.109970717	-0.327480966	-1.240808448	2.590240155	1.67726456	1.018988451	cluster6A
AT5G19110	0.505829083	3.23517609	0.137764417	2.175815226	2.411601372	-0.098343411	cluster6A
AT5G22060	0.225927968	0.023967998	-0.402121703	1.257240289	0.620592538	-0.483395709	cluster6A
AT5G23350	1.022140062	1.334903019	0.977919386	1.612577619	1.701462766	0.683634891	cluster6A
AT5G24150	0.462370559	0.043913352	-2.045519536	0.553169954	0.284006158	-0.515120053	cluster6A
AT5G24530	0.437845566	0.37328945	-0.933776984	0.513986067	0.391154084	0.231042077	cluster6A
AT5G28540	0.131472476	-0.251605492	-0.200525485	0.372047681	0.688813024	0.10764229	cluster6A
AT5G35320	0.002420973	-0.25927934	-0.142128148	3.077020388	1.106278509	0.438332889	cluster6A
AT5G42020	0.10911416	-0.354529368	-0.328634084	0.251104674	0.41194715	-0.217090049	cluster6A
AT5G42220	0.010383146	-0.230495898	-0.120706343	0.229104215	0.410611467	0.083310056	cluster6A
AT5G46170	0.22421488	-0.241770018	-0.470737682	1.032966264	-0.058964622	-0.160948405	cluster6A
AT5G47120	0.325144522	0.324980862	0.335308804	0.863806943	0.791091257	0.277568703	cluster6A
AT5G47830	0.332722912	0.044189435	0.213829834	2.267153978	2.269095888	1.335761896	cluster6A
AT5G49910	-0.18461276	-0.223836967	-0.530638278	0.694770962	0.374875063	-1.268854871	cluster6A
AT5G53400	-0.044980308	-0.362480183	-0.204512364	0.765438245	1.063415816	-0.336807065	cluster6A
AT5G55970	0.613997103	0.211008	0.638837674	1.55388078	1.683200665	0.635405152	cluster6A
AT5G56010	0.293917395	0.012510578	-0.500558563	1.888046056	0.71911723	-0.759766657	cluster6A
AT5G56600	0.06716491	0.241569095	-0.063719125	0.508392032	0.854886374	0.302260189	cluster6A
AT5G58070	0.329007579	0.490984715	0.730135597	1.425163266	2.233520061	0.611893627	cluster6A
AT5G58590	0.158888795	0.00716428	-0.350871987	1.025175391	1.311844261	0.284941735	cluster6A
AT5G58770	0.116483753	-0.128437263	-2.444804149	0.822393045	0.729772551	-1.278271206	cluster6A
AT5G62020	1.557325759	0.406525106	-0.314033399	2.891980407	1.520020591	0.721555828	cluster6A
AT5G65690	-0.565604097	1.838555886	0.300436197	1.159981608	1.673870772	-0.099783033	cluster6A
AT1G09210	0.054877053	-0.176756517	-0.103260859	-0.015328014	0.222430859	-0.324908418	cluster6B
AT1G10050	0.038662008	-0.240523584	0.157771698	0.513904816	0.30962801	0.063502661	cluster6B
AT1G20450	1.304866151	2.144852323	0.783362219	1.338069753	1.881273964	-0.325622338	cluster6B
AT1G23180	-0.145097881	-0.502332643	-0.46596495	0.134165577	0.165867753	-0.358672573	cluster6B
AT1G24100	0.193727109	0.714384006	-0.19093241	0.614998165	0.33545879	0.105681916	cluster6B
AT1G32170	0.302897681	0.695578383	0.271254724	0.969765465	0.801162212	0.547926009	cluster6B
AT1G50590	0.408041939	0.590230686	-0.948745938	0.973871437	0.012819666	-0.268863651	cluster6B
AT1G51760	0.128487616	1.395218454	0.408391513	0.562488626	1.396841924	0.323762153	cluster6B
AT1G58807	0.230065744	-0.094658438	-0.326662789	0.640675502	-0.35727322	-0.039829327	cluster6B
AT1G59865	-1.585864108	-0.955845187	0.285046403	1.60379989	0.769227783	0.661065737	cluster6B
AT1G62520	-0.348384832	-0.03715464	-0.470221814	0.291034608	0.469054051	-0.210766054	cluster6B
AT1G69840	0.639062845	1.273480589	0.369942226	1.526660848	1.087637309	0.607581139	cluster6B
AT1G79840	0.214249984	-0.285967431	0.306954085	0.719180648	0.42142507	0.394872571	cluster6B
AT2G21940	0.095087122	-0.040101983	0.060865367	0.643495233	0.731108908	0.225544434	cluster6B
AT2G30500	0.835080641	0.397130078	-0.487702262	0.668029783	0.027493057	0.020582021	cluster6B
AT2G34600	5.023911751	5.038966985	0.773727825	5.83036455	3.652587896	2.312438546	cluster6B
AT2G36650	1.142597955	0.709200292	-1.626572867	1.751237444	0.182404748	-1.131031627	cluster6B
AT2G45050	-0.40985506	0.093340741	0.121229634	0.384508076	1.129888099	0.192824077	cluster6B
AT3G10113	0.005240413	-0.052398649	1.149194991	2.745947224	1.424414996	2.050855447	cluster6B
AT3G11340	-0.106156837	0.678136059	0.350374384	0.617147932	0.998377988	0.509559489	cluster6B
AT3G15340	0.131278446	-0.792722114	-0.119694569	2.106214871	1.500750766	0.195989612	cluster6B
AT3G18290	0.682563644	0.561226357	-0.856122353	1.225300603	-0.375301544	0.338139632	cluster6B
AT3G45970	1.101077316	2.54254476	0.307494015	2.185840204	1.220354876	1.428771335	cluster6B
AT3G48520	3.668823149	3.559073237	-0.65755876	4.556087395	2.985407819	-0.103446479	cluster6B
AT3G57880	0.838444763	0.301925713	-0.707543221	2.001538214	0.709675103	-0.21988766	cluster6B
AT4G13620	-1.200685089	-0.453332015	-0.174462616	-0.010874526	-0.233333612	-0.299145055	cluster6B
AT4G15340	-0.866132724	-0.397058398	-0.596286993	-0.198108806	-0.673969562	-0.142023701	cluster6B
AT4G17970	0.034666874	-0.154716799	0.110383441	0.777860077	0.477376374	0.896768092	cluster6B
AT4G25810	1.744578595	1.953933163	-0.115621598	2.54058992	1.636956601	0.825180728	cluster6B
AT4G30460	0.518273712	0.425545471	-0.406075093	0.572322252	1.024940955	-0.005946339	cluster6B
AT4G32208	0.285220211	0.324812314	-0.665719273	1.984713446	1.495307677	-0.487363205	cluster6B
AT4G33420	0.304325909	0.413967662	-0.183093804	0.692033301	0.413402449	0.203775324	cluster6B
AT5G02230	0.707903989	1.583600866	-0.332514956	1.063723663	1.13589588	0.73261839	cluster6B
AT5G04840	-0.21709033	-0.436176427	-0.681746839	1.090286892	0.118365675	-0.873337295	cluster6B
AT5G06300	-0.006899613	0.41575535	0.233210668	0.594388662	0.863340406	-0.383257849	cluster6B
AT5G13170	2.230754491	1.25340012	-1.420100311	1.641804393	0.501345201	-0.329830099	cluster6B
AT5G19100	0.779228973	1.948212359	0.542791382	2.221462947	2.00334405	0.542250403	cluster6B
AT5G24210	1.496150902	1.18344384	0.990507956	2.367350985	1.649486902	1.182044632	cluster6B
AT5G43850	0.49814668	0.258212061	-0.330835275	0.73488067	0.794294293	0.26918254	cluster6B
AT5G56000	0.096380963	-0.288764489	-0.115490024	0.531947136	-0.241296441	-0.45302661	cluster6B
AT5G57100	0.61347345	0.294984347	-0.631529548	1.218752844	0.472132961	-0.06035882	cluster6B
AT5G62520	3.55928289	3.619521838	1.216759116	4.52561596	2.952187113	1.948496043	cluster6B
AT5G64260	0.765174787	0.939364535	0.247893384	1.147496448	0.805035337	0.410567464	cluster6B
